,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company
4169,Maruti Swift Dzire,2017,650000,21000,Petrol,Individual,Manual,First Owner,Maruti
4170,Maruti Swift Star,2013,400000,70000,Diesel,Individual,Manual,First Owner,Maruti
4171,Hyundai Grand i10,2015,400000,70000,Petrol,Individual,Automatic,Second Owner,Hyundai
4172,Maruti Alto LX,2006,100000,42500,Petrol,Individual,Manual,First Owner,Maruti
4173,Hyundai i10 Asta,2012,350000,25000,Petrol,Individual,Manual,First Owner,Hyundai
4174,Tata Aria Prestige,2013,450000,80000,Diesel,Individual,Manual,Second Owner,Tata
4175,Mahindra Scorpio 2.6,2006,350000,90000,Diesel,Individual,Manual,First Owner,Mahindra
4176,Volkswagen Polo Diesel,2010,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,Volkswagen
4177,Mahindra Bolero 2011-2019,2013,450000,146000,Diesel,Individual,Manual,Second Owner,Mahindra
4178,Maruti 800 AC,2013,157000,47200,Petrol,Individual,Manual,Third Owner,Maruti
4179,Mahindra XUV500 W11,2018,1500000,60000,Diesel,Individual,Manual,First Owner,Mahindra
4180,Mahindra XUV500 W11,2018,1500000,60000,Diesel,Individual,Manual,First Owner,Mahindra
4181,Tata Indica GLS,2007,75000,100000,Petrol,Individual,Manual,Second Owner,Tata
4182,Chevrolet Tavera B1-10,2010,280000,100000,Diesel,Individual,Manual,Second Owner,Chevrolet
4183,Hyundai i20 Magna,2015,600000,35000,Petrol,Individual,Manual,First Owner,Hyundai
4184,Tata Sumo CX,2012,250999,120000,Diesel,Individual,Manual,Fourth & Above Owner,Tata
4185,Toyota Corolla Altis,2010,350000,80000,Petrol,Individual,Manual,Second Owner,Toyota
4186,Renault KWID 1.0,2016,300000,34000,Petrol,Individual,Manual,First Owner,Renault
4187,Renault Duster 85PS,2017,819999,50000,Diesel,Individual,Manual,First Owner,Renault
4188,Tata Indigo TDI,2010,409999,100000,Diesel,Individual,Manual,Second Owner,Tata
4189,Hyundai Verna 1.6,2008,275000,52000,Petrol,Individual,Manual,Second Owner,Hyundai
4190,Maruti Ertiga VDI,2013,497000,110000,Diesel,Individual,Manual,First Owner,Maruti
4191,Hyundai i20 Asta,2015,500000,70000,Petrol,Individual,Manual,First Owner,Hyundai
4192,Mahindra Bolero 2011-2019,2006,170000,120000,Diesel,Individual,Manual,Second Owner,Mahindra
4193,Ford Ecosport 1.5,2016,515000,68609,Diesel,Dealer,Manual,First Owner,Ford
4194,Ford EcoSport 1.5,2018,925000,33360,Diesel,Dealer,Manual,First Owner,Ford
4195,Mahindra Marazzo M8,2019,1460000,5000,Diesel,Individual,Manual,First Owner,Mahindra
4196,Isuzu MUX 2WD,2019,2700000,10000,Diesel,Individual,Automatic,First Owner,Isuzu
4197,Tata Nexon 1.5,2017,830000,35000,Diesel,Individual,Manual,First Owner,Tata
4198,Ford EcoSport 1.5,2019,975000,30000,Diesel,Individual,Manual,First Owner,Ford
4199,Ford Aspire Trend,2018,620000,15000,Petrol,Individual,Manual,First Owner,Ford
4200,Nissan Kicks XL,2019,860000,14317,Petrol,Dealer,Manual,First Owner,Nissan
4201,Datsun GO T,2018,430000,5000,Petrol,Individual,Manual,Second Owner,Datsun
4202,Honda City i-VTEC,2019,1227000,5000,Petrol,Individual,Automatic,First Owner,Honda
4203,Honda City i,2017,860000,28000,Petrol,Individual,Manual,First Owner,Honda
4204,Ford EcoSport 1.5,2018,950000,40000,Diesel,Individual,Manual,First Owner,Ford
4205,Ford Figo Diesel,2012,225000,87237,Diesel,Dealer,Manual,Second Owner,Ford
4206,Chevrolet Captiva LT,2011,500000,99500,Diesel,Individual,Manual,Third Owner,Chevrolet
4207,Ford Figo 1.5D,2017,500000,62960,Diesel,Dealer,Manual,First Owner,Ford
4208,MG Hector Smart,2019,1700000,16500,Petrol,Dealer,Automatic,First Owner,MG
4209,Maruti Ertiga VDI,2014,545000,110000,Diesel,Individual,Manual,First Owner,Maruti
4210,Maruti Swift VDI,2011,400000,72000,Diesel,Individual,Manual,First Owner,Maruti
4211,Maruti Swift Dzire,2018,650000,50000,Diesel,Individual,Manual,First Owner,Maruti
4212,Hyundai Verna 1.6,2008,114999,55000,Petrol,Individual,Manual,Second Owner,Hyundai
4213,Maruti Baleno Sigma,2015,562000,60000,Diesel,Individual,Manual,First Owner,Maruti
4214,Tata Sumo SE,2002,96000,120000,Diesel,Individual,Manual,First Owner,Tata
4215,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,Jaguar
4216,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,Lexus
4217,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Jaguar
4218,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,Tata
4219,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,Volvo
4220,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,Toyota
4221,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,Maruti
4222,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,Maruti
4223,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,Honda
4224,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,Toyota
4225,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,Maruti
4226,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,Toyota
4227,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,Maruti
4228,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,Hyundai
4229,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,BMW
4230,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,BMW
4231,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,Honda
4232,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,Skoda
4233,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,Volvo
4234,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,Jaguar
4235,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,Lexus
4236,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Jaguar
4237,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,Tata
4238,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,Volvo
4239,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,Toyota
4240,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,Maruti
4241,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,Maruti
4242,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,Honda
4243,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,Toyota
4244,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,Maruti
4245,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,Toyota
4246,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,Maruti
4247,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,Hyundai
4248,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,BMW
4249,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,BMW
4250,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,Honda
4251,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,Skoda
4252,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,Volvo
4253,Mitsubishi Lancer 2.0,1999,155000,100000,Diesel,Individual,Manual,Third Owner,Mitsubishi
4254,Maruti Swift VDI,2009,210000,120000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti
4255,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,Jaguar
4256,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,Lexus
4257,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Jaguar
4258,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,Tata
4259,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,Volvo
4260,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,Toyota
4261,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,Maruti
4262,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,Maruti
4263,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,Honda
4264,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,Toyota
4265,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,Maruti
4266,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,Toyota
4267,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,Maruti
4268,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,Hyundai
4269,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,BMW
4270,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,BMW
4271,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,Honda
4272,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,Skoda
4273,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,Volvo
4274,Ford Fiesta 1.5,2015,590000,80000,Diesel,Individual,Manual,First Owner,Ford
4275,Hyundai Xcent 1.1,2016,350000,120000,Diesel,Individual,Manual,Second Owner,Hyundai
4276,Maruti Ignis 1.2,2017,484999,30000,Petrol,Individual,Manual,First Owner,Maruti
4277,Tata Indica Vista,2015,240000,110000,Diesel,Individual,Manual,Second Owner,Tata
4278,Toyota Innova 2.5,2008,500000,219000,Diesel,Individual,Manual,Second Owner,Toyota
4279,Maruti Alto 800,2017,300000,80000,Petrol,Individual,Manual,First Owner,Maruti
4280,Maruti Ciaz RS,2016,750000,80000,Diesel,Individual,Manual,First Owner,Maruti
4281,Maruti Swift Dzire,2016,574000,35000,Petrol,Individual,Manual,Second Owner,Maruti
4282,Tata Indica Vista,2013,200000,167000,Diesel,Individual,Manual,First Owner,Tata
4283,Hyundai Creta 1.6,2016,1100000,94000,Diesel,Individual,Manual,First Owner,Hyundai
4284,Hyundai Santro Xing,2012,350000,80000,Petrol,Individual,Manual,First Owner,Hyundai
4285,Maruti 800 DX,1998,70000,100000,Petrol,Individual,Manual,Second Owner,Maruti
4286,Ford Ikon 1.3,2005,120000,90000,Petrol,Individual,Manual,Second Owner,Ford
4287,Toyota Innova 2.5,2012,700000,246000,Diesel,Individual,Manual,Second Owner,Toyota
4288,Maruti Baleno Sigma,2019,500000,10000,Petrol,Individual,Manual,First Owner,Maruti
4289,Tata Indigo CS,2016,370000,90000,Diesel,Individual,Manual,First Owner,Tata
4290,Tata Tigor 2017-2020,2019,600000,5200,Petrol,Individual,Manual,First Owner,Tata
4291,Maruti Zen LX,2006,100000,120000,Petrol,Individual,Manual,Second Owner,Maruti
4292,Maruti Swift VDI,2013,409999,90000,Diesel,Individual,Manual,Second Owner,Maruti
4293,Honda City i,2016,750000,50000,Petrol,Individual,Automatic,First Owner,Honda
4294,Hyundai Grand i10,2017,600000,5000,Petrol,Individual,Manual,First Owner,Hyundai
4295,Mahindra KUV 100,2018,550000,10500,Petrol,Individual,Manual,First Owner,Mahindra
4296,Renault Duster 110PS,2018,950000,26000,Diesel,Individual,Manual,First Owner,Renault
4297,Mahindra Scorpio VLX,2014,645000,139000,Diesel,Individual,Automatic,First Owner,Mahindra
4298,Mahindra XUV500 W8,2014,750000,60000,Diesel,Individual,Manual,Second Owner,Mahindra
4299,Mercedes-Benz New C-Class,2006,650000,40000,Petrol,Individual,Manual,First Owner,Mercedes-Benz
4300,Ford EcoSport 1.5,2015,800000,25000,Petrol,Individual,Manual,First Owner,Ford
4301,Toyota Corolla Altis,2010,350000,60000,Petrol,Individual,Manual,Second Owner,Toyota
4302,Ford EcoSport 1.5,2015,700000,25000,Petrol,Individual,Manual,First Owner,Ford
4303,Maruti Swift Dzire,2011,335000,15000,Petrol,Individual,Manual,First Owner,Maruti
4304,Maruti Swift Dzire,2012,270000,110000,Diesel,Individual,Manual,First Owner,Maruti
4305,Hyundai Santro GLS,2001,52000,70000,Petrol,Individual,Manual,Second Owner,Hyundai
4306,Maruti Swift Dzire,2010,320000,100000,Diesel,Individual,Manual,Second Owner,Maruti
4307,Hyundai Santro Xing,2007,120000,120000,Petrol,Individual,Manual,First Owner,Hyundai
4308,Audi A4 1.8,2010,730000,55000,Petrol,Individual,Automatic,Second Owner,Audi
4309,Maruti SX4 Vxi,2007,125000,120000,Petrol,Individual,Manual,Third Owner,Maruti
4310,Maruti Zen Estilo,2007,150000,35000,Petrol,Individual,Manual,First Owner,Maruti
4311,Maruti Alto 800,2018,310000,13000,Petrol,Individual,Manual,First Owner,Maruti
4312,Maruti Swift Dzire,2015,625000,50000,Diesel,Individual,Manual,First Owner,Maruti
4313,Hyundai i10 Magna,2012,267000,40000,Petrol,Individual,Manual,First Owner,Hyundai
4314,Hyundai i20 Active,2016,600000,25000,Petrol,Individual,Manual,First Owner,Hyundai
4315,Maruti Eeco 7,2011,180000,110000,Petrol,Individual,Manual,Second Owner,Maruti
4316,Toyota Glanza G,2019,700000,5000,Petrol,Individual,Manual,First Owner,Toyota
4317,Maruti 800 AC,2013,121000,50000,Petrol,Individual,Manual,Second Owner,Maruti
4318,Hyundai Grand i10,2014,350000,80000,Petrol,Individual,Manual,Third Owner,Hyundai
4319,Toyota Innova 2.5,2012,869999,225000,Diesel,Individual,Manual,Second Owner,Toyota
4320,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,Jaguar
4321,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,Lexus
4322,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Jaguar
4323,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,Tata
4324,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,Volvo
4325,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,Toyota
4326,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,Maruti
4327,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,Maruti
4328,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,Honda
4329,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,Toyota
4330,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,Maruti
4331,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,Toyota
4332,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,Maruti
4333,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,Hyundai
4334,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,BMW
4335,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,BMW
4336,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,Honda
4337,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,Skoda
4338,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,Volvo
4339,Maruti Wagon R,2008,80000,100000,Petrol,Individual,Manual,Third Owner,Maruti
4340,Hyundai i10 Era,2008,120000,93331,Petrol,Individual,Manual,Second Owner,Hyundai
4341,Mahindra Scorpio M2DI,2012,370000,120000,Diesel,Individual,Manual,Second Owner,Mahindra
4342,Nissan Terrano XL,2015,750000,70000,Diesel,Individual,Manual,First Owner,Nissan
4343,Mahindra Bolero Power,2015,484999,100000,Diesel,Individual,Manual,First Owner,Mahindra
4344,Hyundai Accent CRDi,2006,120000,90000,Diesel,Individual,Manual,Second Owner,Hyundai
4345,Honda City i,2017,860000,28000,Petrol,Individual,Manual,First Owner,Honda
4346,Maruti Swift Dzire,2018,650000,50000,Diesel,Individual,Manual,First Owner,Maruti
4347,Maruti Ertiga ZDI,2014,650000,90000,Diesel,Individual,Manual,First Owner,Maruti
4348,Hyundai Verna 1.4,2016,710000,40000,Diesel,Individual,Manual,First Owner,Hyundai
4349,Ford Figo 1.5D,2017,430000,113000,Diesel,Individual,Manual,First Owner,Ford
4350,Maruti Swift Vdi,2011,305000,188000,Diesel,Individual,Manual,Second Owner,Maruti
4351,Ford Figo Diesel,2011,220000,100000,Diesel,Individual,Manual,First Owner,Ford
4352,Tata Sumo MKII,2010,150000,225000,Diesel,Individual,Manual,Third Owner,Tata
4353,Mahindra TUV 300,2017,660000,67000,Diesel,Individual,Manual,Second Owner,Mahindra
4354,Chevrolet Beat Diesel,2011,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,Chevrolet
4355,Toyota Corolla Altis,2015,1100000,50000,Petrol,Individual,Manual,First Owner,Toyota
4356,Jaguar XF 2.2,2013,2450000,60000,Diesel,Individual,Automatic,First Owner,Jaguar
4357,Volkswagen Ameo 1.5,2017,625000,34000,Diesel,Individual,Automatic,First Owner,Volkswagen
4358,Honda City 1.5,2004,198000,110000,Petrol,Individual,Manual,Third Owner,Honda
4359,Hyundai Santro GS,2001,60000,71000,Petrol,Individual,Manual,Second Owner,Hyundai
4360,Maruti Wagon R,2005,130000,140000,Petrol,Individual,Manual,Second Owner,Maruti
4361,Honda City Corporate,2012,540000,100000,Petrol,Individual,Manual,Second Owner,Honda
4362,Hyundai Grand i10,2017,550000,10000,Petrol,Individual,Automatic,First Owner,Hyundai
4363,Maruti Celerio ZXI,2018,475000,30000,Petrol,Individual,Manual,First Owner,Maruti
4364,Toyota Fortuner 2.8,2016,3100000,90000,Diesel,Individual,Automatic,First Owner,Toyota
4365,Maruti Ritz VDi,2010,217000,120000,Diesel,Individual,Manual,First Owner,Maruti
4366,Hyundai Santro LE,2002,35000,184000,Petrol,Individual,Manual,Second Owner,Hyundai
4367,Maruti Swift Dzire,2019,750000,6500,Petrol,Individual,Automatic,First Owner,Maruti
4368,Maruti Gypsy King,2010,350000,80000,Petrol,Individual,Manual,First Owner,Maruti
4369,Mahindra Scorpio VLS,2008,400000,100000,Diesel,Individual,Manual,Third Owner,Mahindra
4370,Toyota Etios VD,2015,570000,120000,Diesel,Individual,Manual,Second Owner,Toyota
4371,Hyundai EON Era,2012,180000,120000,Petrol,Individual,Manual,Second Owner,Hyundai
4372,Opel Astra 1.6,1998,68000,110000,Petrol,Individual,Manual,Third Owner,Opel
4373,Skoda Octavia Classic,2006,280000,150000,Diesel,Individual,Manual,Third Owner,Skoda
4374,Tata Indigo LS,2005,90000,120000,Diesel,Individual,Manual,Fourth & Above Owner,Tata
4375,Mercedes-Benz M-Class ML,2015,2600000,100000,Diesel,Individual,Automatic,Second Owner,Mercedes-Benz
4376,Tata Sumo Gold,2018,700000,63000,Diesel,Individual,Manual,First Owner,Tata
4377,Mercedes-Benz GLA Class,2016,1850000,40000,Diesel,Individual,Automatic,Second Owner,Mercedes-Benz
4378,Ford Ecosport 1.5,2015,685000,109000,Diesel,Dealer,Manual,First Owner,Ford
4379,Maruti Swift VDI,2015,565000,114000,Diesel,Dealer,Manual,First Owner,Maruti
4380,Skoda Octavia Elegance,2017,1600000,33000,Petrol,Dealer,Automatic,Second Owner,Skoda
4381,Hyundai Grand i10,2014,395000,160000,Diesel,Dealer,Manual,Third Owner,Hyundai
4382,Hyundai i20 Sportz,2013,425000,101000,Diesel,Dealer,Manual,First Owner,Hyundai
4383,Volkswagen Vento 1.5,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,Volkswagen
4384,Hyundai Tucson 2.0,2016,1950000,45000,Diesel,Dealer,Automatic,Second Owner,Hyundai
4385,Renault KWID AMT,2018,535000,31000,Petrol,Dealer,Automatic,First Owner,Renault
4386,Renault KWID 1.0,2018,500000,31000,Petrol,Dealer,Manual,First Owner,Renault
4387,Maruti Wagon R,2016,434999,55000,Petrol,Dealer,Manual,First Owner,Maruti
4388,Tata Nano XTA,2018,250000,55000,Petrol,Dealer,Automatic,First Owner,Tata
4389,Hyundai Verna 1.6,2014,700000,117000,Diesel,Dealer,Manual,First Owner,Hyundai
4390,BMW 3 Series,2010,1100000,102000,Diesel,Dealer,Automatic,First Owner,BMW
4391,Volkswagen Passat 2.0,2012,900000,108000,Diesel,Dealer,Automatic,First Owner,Volkswagen
4392,Maruti Wagon R,2015,425000,75000,Petrol,Dealer,Manual,First Owner,Maruti
4393,Mercedes-Benz E-Class E,2011,1600000,74000,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz
4394,Ford Figo Titanium,2013,325000,158000,Diesel,Dealer,Manual,First Owner,Ford
4395,Isuzu MUX 2WD,2019,2700000,10000,Diesel,Individual,Automatic,First Owner,Isuzu
4396,Ford EcoSport 1.5,2018,950000,40000,Diesel,Individual,Manual,First Owner,Ford
4397,Tata Nexon 1.5,2019,1140000,10000,Diesel,Individual,Automatic,First Owner,Tata
4398,Tata Hexa XE,2017,980000,53000,Diesel,Individual,Manual,First Owner,Tata
4399,Jeep Compass 2.0,2017,1920000,20000,Diesel,Individual,Manual,Second Owner,Jeep
4400,Volkswagen Polo 1.0,2020,808000,5000,Petrol,Individual,Manual,First Owner,Volkswagen
4401,Maruti Swift Dzire,2014,550000,30000,Petrol,Individual,Manual,First Owner,Maruti
4402,Maruti Alto LXi,2010,215000,64000,Petrol,Individual,Manual,First Owner,Maruti
4403,Ford Figo 1.2P,2016,512000,10500,Petrol,Individual,Manual,First Owner,Ford
4404,Maruti Alto LXi,2011,215000,50000,Petrol,Individual,Manual,Second Owner,Maruti
4405,Skoda Rapid 1.6,2012,500000,60000,Diesel,Individual,Manual,First Owner,Skoda
4406,Skoda Rapid 1.5,2015,700000,35000,Diesel,Individual,Manual,First Owner,Skoda
4407,Tata Safari DICOR,2012,525000,135000,Diesel,Individual,Manual,First Owner,Tata
4408,Mahindra Scorpio LX,2011,550000,70000,Diesel,Individual,Manual,Second Owner,Mahindra
4409,Maruti Vitara Brezza,2016,750000,80000,Diesel,Individual,Manual,First Owner,Maruti
4410,Maruti Celerio X,2017,395000,25000,Petrol,Individual,Manual,First Owner,Maruti
4411,Hyundai i20 2015-2017,2017,675000,5000,Petrol,Individual,Manual,First Owner,Hyundai
4412,Hyundai Santro Xing,2008,140000,80000,Petrol,Individual,Manual,Third Owner,Hyundai
4413,Mahindra Scorpio VLX,2011,430000,120000,Diesel,Individual,Manual,Second Owner,Mahindra
4414,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,Jaguar
4415,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,Lexus
4416,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Jaguar
4417,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,Tata
4418,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,Volvo
4419,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,Toyota
4420,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,Maruti
4421,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,Maruti
4422,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,Honda
4423,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,Toyota
4424,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,Maruti
4425,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,Toyota
4426,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,Maruti
4427,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,Hyundai
4428,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,BMW
4429,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,BMW
4430,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,Honda
4431,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,Skoda
4432,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,Volvo
4433,Toyota Etios V,2011,270000,167000,Petrol,Individual,Manual,First Owner,Toyota
4434,Toyota Etios V,2011,270000,167000,Petrol,Individual,Manual,First Owner,Toyota
4435,Maruti Wagon R,2014,300000,10000,Petrol,Individual,Manual,First Owner,Maruti
4436,Chevrolet Sail Hatchback,2013,355000,68000,Diesel,Individual,Manual,First Owner,Chevrolet
4437,Maruti Alto 800,2015,180000,35000,Petrol,Individual,Manual,Second Owner,Maruti
4438,Tata Indigo eCS,2013,280000,70000,Diesel,Individual,Manual,First Owner,Tata
4439,Tata Manza ELAN,2011,250000,70000,Diesel,Individual,Manual,First Owner,Tata
4440,Tata Indica GLS,2007,125000,50000,Petrol,Individual,Manual,First Owner,Tata
4441,Maruti Swift VDI,2006,150000,80000,Diesel,Individual,Manual,First Owner,Maruti
4442,Hyundai Santro Xing,2006,95000,60898,Petrol,Individual,Manual,First Owner,Hyundai
4443,Maruti S-Cross 2017-2020,2018,810000,29700,Diesel,Individual,Manual,First Owner,Maruti
4444,Hyundai i20 1.4,2018,671000,20000,Petrol,Individual,Automatic,First Owner,Hyundai
4445,Maruti Alto 800,2018,295000,20000,Petrol,Individual,Manual,First Owner,Maruti
4446,Maruti Ertiga SHVS,2017,850000,40000,Diesel,Individual,Manual,First Owner,Maruti
4447,Maruti Swift ZDi,2013,409999,90000,Diesel,Individual,Manual,First Owner,Maruti
4448,Maruti Ertiga VXI,2015,600000,90000,Petrol,Individual,Manual,First Owner,Maruti
4449,Mahindra Bolero 2011-2019,2015,600000,80000,Diesel,Individual,Manual,First Owner,Mahindra
4450,Maruti Wagon R,2012,220000,60000,Petrol,Individual,Manual,Third Owner,Maruti
4451,Maruti Swift Dzire,2013,550000,56000,Diesel,Individual,Manual,First Owner,Maruti
4452,Mahindra Scorpio EX,2014,650000,50000,Diesel,Individual,Manual,First Owner,Mahindra
4453,Mahindra Scorpio 2009-2014,2014,655000,50000,Diesel,Individual,Manual,Second Owner,Mahindra
4454,Tata Sumo GX,2006,130000,74000,Diesel,Individual,Manual,First Owner,Tata
4455,Renault Duster 110PS,2014,400000,123000,Diesel,Individual,Manual,First Owner,Renault
4456,Maruti Swift 1.3,2007,250000,60000,Petrol,Individual,Manual,Third Owner,Maruti
